Corpus,Text_ID,Participant_ID,Proficiency,Modality,Token,Lemma,Appropriate,Ambiguous,Inappropriate,Marked_form,Obligatory_form,Marked_form_simplified,Obligatory_form_simplified,Frequency,Regularity
CEDEL2,EN_WR_27_20_6.5_14_HM,HM,Lower intermediate,Written,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_WR_27_20_6.5_14_HM,HM,Lower intermediate,Written,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_WR_27_20_6.5_14_HM,HM,Lower intermediate,Written,queria,querer,1,0,0,imperfect,imperfect,imperfect,imperfect,2.11692182,regular
CEDEL2,EN_WR_27_20_6.5_14_HM,HM,Lower intermediate,Written,salio,salir,1,0,0,preterit,preterit,preterit,preterit,2.021601076,regular
CEDEL2,EN_WR_27_20_6.5_14_HM,HM,Lower intermediate,Written,salio,salir,1,0,0,preterit,preterit,preterit,preterit,2.021601076,regular
CEDEL2,EN_WR_27_20_6.5_14_HM,HM,Lower intermediate,Written,sento,sentar,1,0,0,preterit,preterit,preterit,preterit,1.404797604,regular
CEDEL2,EN_WR_27_20_6.5_14_HM,HM,Lower intermediate,Written,tuvo,tener,1,0,0,preterit,preterit,preterit,preterit,2.570764351,irregular
CEDEL2,EN_WR_27_20_6.5_14_HM,HM,Lower intermediate,Written,tenia,tener,1,0,0,imperfect,imperfect,imperfect,imperfect,2.624223538,regular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,decidió,decidir,1,0,0,preterit,preterit,preterit,preterit,2.02840824,regular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,dijo,decir,1,0,0,preterit,preterit,preterit,preterit,2.860541693,irregular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,dijo,decir,1,0,0,preterit,preterit,preterit,preterit,2.860541693,irregular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,está,estar,0,0,1,present,imperfect,present,imperfect,2.867952396,regular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,olvidó,olvidar,1,0,0,preterit,preterit,preterit,preterit,1.039370688,regular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,pensó,pensar,1,0,0,preterit,preterit,preterit,preterit,1.89602983,regular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,quería,querer,1,0,0,preterit,preterit,preterit,preterit,1.945952018,irregular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,quería,querer,1,0,0,imperfect,imperfect,imperfect,imperfect,2.11692182,regular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,sabía,saber,1,0,0,preterit,preterit,preterit,preterit,1.674506922,irregular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,es,ser,0,0,1,present,imperfect,present,imperfect,3.211577309,irregular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,es,ser,0,0,1,present,imperfect,present,imperfect,3.211577309,irregular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,trataba,tratar,0,0,1,imperfect,preterit,imperfect,preterit,1.667342142,regular
CEDEL2,EN_WR_28_21_4_14_SD,SD,Lower intermediate,Written,vio,ver,1,0,0,preterit,preterit,preterit,preterit,2.40296052,regular
CEDEL2,EN_WR_14_23_1_14_BB,BB,Upper beginner,Written,encontro,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_WR_14_23_1_14_BB,BB,Upper beginner,Written,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_WR_18_20_1.5_14_AM,AM,Upper beginner,Written,dije,decir,1,0,0,preterit,preterit,preterit,preterit,2.860541693,irregular
CEDEL2,EN_WR_18_20_1.5_14_AM,AM,Upper beginner,Written,llava,llevar,0,0,1,present,preterit,present,preterit,2.092635503,regular
CEDEL2,EN_WR_18_20_1.5_14_AM,AM,Upper beginner,Written,veía,ver,0,0,1,imperfect,preterit,imperfect,preterit,2.40296052,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,da,dar,0,0,1,present,preterit,present,preterit,2.503756754,irregular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,dice,decir,0,0,1,present,imperfect,present,imperfect,2.09527237,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,había,haber,1,0,0,imperfect,imperfect,imperfect,imperfect,3.180742566,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,había,haber,1,0,0,imperfect,imperfect,imperfect,imperfect,3.180742566,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,llamó,llamar,1,0,0,preterit,preterit,preterit,preterit,1.873908879,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,necesitaba,necesitar,0,0,1,imperfect,preterit,imperfect,preterit,1.767423012,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,puso,poner,1,0,0,preterit,preterit,preterit,preterit,2.125102041,irregular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,puso,poner,1,0,0,preterit,preterit,preterit,preterit,2.125102041,irregular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,puso,poner,1,0,0,preterit,preterit,preterit,preterit,2.125102041,irregular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,quiso,querer,1,0,0,preterit,preterit,preterit,preterit,1.945952018,irregular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,quiso,querer,1,0,0,preterit,preterit,preterit,preterit,1.945952018,irregular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,tenía,tener,1,0,0,imperfect,imperfect,imperfect,imperfect,2.624223538,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,tenía,tener,1,0,0,imperfect,imperfect,imperfect,imperfect,2.624223538,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,tomó,tomar,1,0,0,preterit,preterit,preterit,preterit,2.139911406,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,tomó,tomar,1,0,0,preterit,preterit,preterit,preterit,2.139911406,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,tomó,tomar,1,0,0,preterit,preterit,preterit,preterit,2.139911406,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,tomó,tomar,1,0,0,preterit,preterit,preterit,preterit,2.139911406,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,visto,ver,0,0,1,past participle,preterit,other,preterit,2.40296052,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,visto,ver,0,0,1,past participle,preterit,other,preterit,2.40296052,regular
CEDEL2,EN_WR_30_19_7_14_GK,GK,Upper intermediate,Written,visto,ver,0,0,1,past participle,preterit,other,preterit,2.40296052,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,dio,dar,1,0,0,preterit,preterit,preterit,preterit,2.503756754,irregular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,dio,dar,1,0,0,preterit,preterit,preterit,preterit,2.503756754,irregular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,debía,deber,1,0,0,imperfect,imperfect,imperfect,imperfect,2.108870188,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,gritó,gritar,1,0,0,preterit,preterit,preterit,preterit,1.526239094,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,huyo,huir,1,0,0,preterit,preterit,preterit,preterit,1.165153628,irregular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,leyó,leer,0,0,1,preterit,imperfect,preterit,imperfect,0.9030179967,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,pasó,pasar,1,0,0,preterit,preterit,preterit,preterit,2.201059199,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,pasó,pasar,1,0,0,preterit,preterit,preterit,preterit,2.201059199,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,quedó,quedar,1,0,0,preterit,preterit,preterit,preterit,2.213543315,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,quería,querer,1,0,0,imperfect,imperfect,imperfect,imperfect,2.11692182,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,tenía,tener,1,0,0,imperfect,imperfect,imperfect,imperfect,2.624223538,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,tiene,tener,0,0,1,present,imperfect,present,imperfect,2.624223538,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,tuvo,tener,1,0,0,preterit,preterit,preterit,preterit,2.570764351,irregular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,trató,tratar,1,0,0,preterit,preterit,preterit,preterit,1.667342142,regular
CEDEL2,EN_WR_31_21_6_14_PM,PM,Upper intermediate,Written,vio,ver,1,0,0,preterit,preterit,preterit,preterit,2.40296052,regular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,estaba,caminar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,1.048299838,regular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,estaba,caminar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,1.048299838,regular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,djio,decir,0,0,1,PRETERIT,IMPERFECT,preterit,imperfect,2.09527237,regular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,descubrió,descubrir,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.619481026,regular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,empezó,empezar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.154113663,regular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,oío,oír,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.659222981,irregular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,pensaba,pensar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,1.703410359,regular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,puso,poner,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.125102041,irregular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,puso,poner,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.125102041,irregular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,quería,querer,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,2.11692182,regular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,sentó,sentar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.404797604,regular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,era,ser,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,3.211577309,irregular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,era,ser,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,3.211577309,irregular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,era,ser,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,3.211577309,irregular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,tomó,tomar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.139911406,regular
CEDEL2,EN_WR_34_20_8_14_ER,ER,Upper intermediate,Written,tomó,tomar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.139911406,regular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,encontró,encontrar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.158446028,regular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,encontró,encontrar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.158446028,regular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,estaba,estar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,estaba,estar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,golpeó,golpear,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,0.6216093213,regular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,hay,haber,0,0,1,PRESENT,IMPERFECT,present,imperfect,3.180742566,regular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,estaba,hacer,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.65205113,irregular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,estaba,hacer,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.65205113,irregular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,intentó,intentar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.701169823,regular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,llegó,llegar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.422201199,regular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,pedía,pedir,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,1.340737432,regular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,tomó,tomar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.139911406,regular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,vino,venir,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.057630861,irregular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,vio,ver,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.40296052,regular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,vio,ver,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,1.708133482,irregular
CEDEL2,EN_WR_34_21_6_14_CO,CO,Upper intermediate,Written,vio,ver,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.40296052,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,confirmar,confirmar,0,0,1,INFINITIVE,PRETERIT,other,preterit,1.485256923,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,decidió,decidir,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.02840824,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,encontró,encontrar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.158446028,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,encontró,encontrar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.158446028,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,estaba,estar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,estuvo,estar,0,0,1,PRETERIT,IMPERFECT,preterit,imperfect,2.867952396,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,estaba,estar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,explicaba,explicar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,0.9359610226,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,fumaba,fumar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,0.5086198005,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,hablaba,hablar,0,0,1,IMPERFECT,PRETERIT,imperfect,preterit,1.78388505,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,fue,ir,1,0,0,PRETERIT,PRETERIT,preterit,preterit,3.427518504,irregular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,pasó,pasar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.201059199,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,pertenece,pertenecer,0,0,1,PRESENT,IMPERFECT,present,imperfect,1.388609654,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,pudo,poder,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.270013966,irregular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,trató,tratar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.667342142,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,trató,tratar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.667342142,regular
CEDEL2,EN_WR_35_20_7_14_TK,TK,Upper intermediate,Written,vio,ver,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.40296052,regular